product,service_type,service_category,cloud_provider
Palo Alto Networks Prisma Cloud,PaloAltoNetworks,ApplicationServices,Google
Retail API,ProductDiscovery,ApplicationServices,Google
Tick Tock Networks Tick Tock Clock Sync & Monitoring,TickTockNetworks,ApplicationServices,Google
floreysoft-public Ultradox,floreysoftpublic,ApplicationServices,Google
Atos database hotel Atos Database hotel on BMS,Atosdatabasehotel,ApplicationServices,Google
Container Registry Vulnerability Scanning,ContainerAnalysis,ApplicationServices,Google
Dataproc Metastore,DataprocMetastore,ApplicationServices,Google
"Julia Computing, Inc. JuliaTeam-v1.1.1",JuliaComputingInc,ApplicationServices,Google
Kasten K10,KastenK10Platform,ApplicationServices,Google
k8sBot,ManagedKubeK8sBot,ApplicationServices,Google
Firebase Auth,PhoneVerification,ApplicationServices,Google
Wowza Media Systems Wowza Streaming Cloud,WowzaMediaSystems,ApplicationServices,Google
staging-n4gcp-neo4j-io Neo4j GCP Integration Service (Staging),stagingngcpneojio,ApplicationServices,Google
Absolut-e Data Com Inc. BizStats AI,AbsoluteDataComInc,ApplicationServices,Google
AlloyDB,AlloyDBInstanceRAM,ApplicationServices,Google
Atos dbhotel sandbox Atos Database hotel for GCP,Atosdbhotelsandbox,ApplicationServices,Google
Galactic Fog Gestalt,GalacticFogGestalt,ApplicationServices,Google
Product-Market Intelligence - Inventurist AI Lite,InventuristPMIAuto,ApplicationServices,Google
Test Marketplace Procurable OP Full Solution,MarketplaceTesting,ApplicationServices,Google
MiClient Private Ltd. MiClient - Proposal Management,MiClientPrivateLtd,ApplicationServices,Google
Number Associates BV Onesecondbefore,NumberAssociatesBV,ApplicationServices,Google
Red Pill Analytics,Red Pill Analytics,ApplicationServices,Google
SeMI Technologies B.V. Weaviate Search Graph,SeMITechnologiesBV,ApplicationServices,Google
Buzzboard SMB Streams,BuzzboardSMBStreams,ApplicationServices,Google
Enterprise Agreement,EnterpriseAgreement,ApplicationServices,Google
Iron Mountain InSight,IronMountainInSight,ApplicationServices,Google
Litmus Automation Inc Intelligent Manufacturing Connect,LitmusAutomationInc,ApplicationServices,Google
Mavatar Technologies mCart Platform-as-a-Service,MavatarTechnologies,ApplicationServices,Google
"Palo Alto Networks, Inc. Strata",PaloAltoNetworksInc,ApplicationServices,Google
"Palo Alto Networks, Inc. sd-wan",PaloAltoNetworksInc,ApplicationServices,Google
"Palo Alto Networks, Inc. Prisma Cloud Compute",PaloAltoNetworksInc,ApplicationServices,Google
"Palo Alto Networks, Inc. xsoar",PaloAltoNetworksInc,ApplicationServices,Google
"Palo Alto Networks, Inc. PANOS Security Subscriptions",PaloAltoNetworksInc,ApplicationServices,Google
"Palo Alto Networks, Inc. Prisma Access Private Offer",PaloAltoNetworksInc,ApplicationServices,Google
"Palo Alto Networks, Inc. Cortex-XDR",PaloAltoNetworksInc,ApplicationServices,Google
PingCAP TiDB Operator,PingCAPTiDBOperator,ApplicationServices,Google
Reblaze Technologies reblaze-saas-private-offer,ReblazeTechnologies,ApplicationServices,Google
reCAPTCHA Enterprise,RecaptchaEnterprise,ApplicationServices,Google
"Coder Technologies, Inc. Coder (GCP)",CoderTechnologiesInc,ApplicationServices,Google
Firebase,FirebaseSubscription,ApplicationServices,Google
Thales - Dev Environment CipherTrust Key Broker (DEV1),ThalesDevEnvironment,ApplicationServices,Google
Thales - Dev Environment Luna Cloud HSM,ThalesDevEnvironment,ApplicationServices,Google
Weaveworks,WeaveworksWeaveCloud,ApplicationServices,Google
Cloud Healthcare,CloudHealthcareStorage,ApplicationServices,Google
Komprise,KompriseDataManagement,ApplicationServices,Google
Aqua Security Software Inc. aqua-security-payg,AquaSecuritySoftwareInc,ApplicationServices,Google
Aqua Security Software Inc. Aqua Cloud Native Security Platform,AquaSecuritySoftwareInc,ApplicationServices,Google
ISaaS Producer Google Cloud,Cloudmarketplacetesting,ApplicationServices,Google
pricing tester with usage only,Cloudmarketplacetesting,ApplicationServices,Google
gbick-vm-price-ingestion-test-free-1,Cloudmarketplacetesting,ApplicationServices,Google
add free trial tester,Cloudmarketplacetesting,ApplicationServices,Google
Immersive Stream for XR,Immersive Stream for XR,ApplicationServices,Google
OneMarketData (aka OneTick) Global futures tick data,OneMarketDataakaOneTick,ApplicationServices,Google
Cloud Video Intelligence API,StreamingLabelDetection,ApplicationServices,Google
Trifacta-test Cloud Dataprep by Trifacta,Trifactamarketplacetest,ApplicationServices,Google
Thales - North America - Ottawa Luna Cloud HSM (NA),ThalesNorthAmericaOttawa,ApplicationServices,Google
iKala interactive media inc. StraaS Cloud Media Engine,iKalainteractivemediainc,ApplicationServices,Google
Datametica Solutions Pvt. Ltd Raven,DatameticaSolutionsPvtLtd,ApplicationServices,Google
Datametica Solutions Pvt. Ltd Pelican,DatameticaSolutionsPvtLtd,ApplicationServices,Google
Elastifile Cloud File System,ElastifileCloudFileSystem,ApplicationServices,Google
Kafkaesque Technologies Inc. Kafkaesque,KafkaesqueTechnologiesInc,ApplicationServices,Google
Contact Center AI Insights,Contact Center AI Insights,ApplicationServices,Google
Dace IT d/b/a Sense Traffic Pulse ORIGAMI | Oak Ridge Graph Analytics for Medical Innovation,DaceITdbaSenseTrafficPulse,ApplicationServices,Google
"Microfusion Technology Co., Ltd AmigoCDN",MicrofusionTechnologyCoLtd,ApplicationServices,Google
MongoDB - gcp-marketplace-stage Atlas-Pro,MongoDBgcpmarketplacestage,ApplicationServices,Google
Trifacta-staging Clouddataprep by Trifacta - Staging,Trifactamarketplacestaging,ApplicationServices,Google
Thales CPL- North America - Ottawa Ciphertrust Keybroker for Google,ThalesCPLNorthAmericaOttawa,ApplicationServices,Google
speech-onprem-private INTERNAL Speech-to-Text On-Prem DevTest,speechonpremprivateINTERNAL,ApplicationServices,Google
Thales - European Union - Frankfurt Luna Cloud HSM (EU),ThalesEuropeanUnionFrankfurt,ApplicationServices,Google
"InfluxData, the creators of InfluxDB InfluxDB Cloud (Official Version)",InfluxDatathecreatorsofInfluxDB,ApplicationServices,Google
zData Cloud Enablement Services,zData_cloud_enablement_services,ApplicationServices,Google
Cosmitude Softwares Private Limited Cosmitude Bridge,CosmitudeSoftwaresPrivateLimited,ApplicationServices,Google
Aerospike Server Enterprise,AerospikeAerospikeServerEnterprise,ApplicationServices,Google
LIVNSENSE TECHNOLOGIES PRIVATE LIMITED lns-weldsense-public,LIVNSENSETECHNOLOGIESPRIVATELIMITED,ApplicationServices,Google
StorageCraft Technologies Corporation StorageCraft  ShadowProtect Disaster Recovery Bundle,StorageCraftTechnologiesCorporation,ApplicationServices,Google
ManagedKube Kubernetes Cost Attribution,ManagedKubeKubernetesCostAttribution,ApplicationServices,Google
Searce Cosourcing Services Private Limited happierWork,SearceCosourcingServicesPrivateLimited,ApplicationServices,Google
Searce Cosourcing Services Private Limited Recognic,SearceCosourcingServicesPrivateLimited,ApplicationServices,Google
CNAP - CYDERES Cloud Native Analytics Platform cnap-gcp,CNAPCYDERESCloudNativeAnalyticsPlatform,ApplicationServices,Google
USAN Dialogflow Enterprise Telephony Gateway,UsanDialogflowEnterpriseTelephonyGateway,ApplicationServices,Google
Amazon Braket,Quantum Technologies,Quantum Technologies,AWS
Microsoft Azure Health Bot,Azure Bot Service,AI + Machine Learning,Azure
Azure Bot Service,Azure Bot Service,AI + Machine Learning,Azure
Language Understanding,Cognitive Services,AI + Machine Learning,Azure
Azure OpenAI,Cognitive Services,AI + Machine Learning,Azure
Custom Vision,Cognitive Services,AI + Machine Learning,Azure
Speech - disconnected,Cognitive Services,AI + Machine Learning,Azure
Computer Vision - disconnected,Cognitive Services,AI + Machine Learning,Azure
Personalizer,Cognitive Services,AI + Machine Learning,Azure
Speaker Identification,Cognitive Services,AI + Machine Learning,Azure
Language,Cognitive Services,AI + Machine Learning,Azure
Computer Vision,Cognitive Services,AI + Machine Learning,Azure
Language - disconnected,Cognitive Services,AI + Machine Learning,Azure
Translator Speech,Cognitive Services,AI + Machine Learning,Azure
Speaker Verification,Cognitive Services,AI + Machine Learning,Azure
Emotion,Cognitive Services,AI + Machine Learning,Azure
Custom Recognition,Cognitive Services,AI + Machine Learning,Azure
Translator Text - disconnected,Cognitive Services,AI + Machine Learning,Azure
Language Understanding - disconnected,Cognitive Services,AI + Machine Learning,Azure
Speaker Recognition,Cognitive Services,AI + Machine Learning,Azure
Speech,Cognitive Services,AI + Machine Learning,Azure
Text Analytics Container,Cognitive Services,AI + Machine Learning,Azure
Anomaly Detector,Cognitive Services,AI + Machine Learning,Azure
Ink Recognizer,Cognitive Services,AI + Machine Learning,Azure
Academic Knowledge,Cognitive Services,AI + Machine Learning,Azure
Content Moderator,Cognitive Services,AI + Machine Learning,Azure
Translator Text,Cognitive Services,AI + Machine Learning,Azure
Face,Cognitive Services,AI + Machine Learning,Azure
QnA Maker,Cognitive Services,AI + Machine Learning,Azure
Microsoft Genomics,Microsoft Genomics,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NVv3Series Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NDv2 Series Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NVv2 Series Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NC2 Series Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NC3 Series Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NVv3Series Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise FPGA Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Machine Learning service,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise General Compute Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NV Series Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NC3 Series Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NVv2 Series Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Machine Learning Hardware Accelerated Models,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NC1 Series Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise FPGA Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NDv2 Series Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NV Series Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU ND Series Training,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise General Compute Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NC1 Series Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU ND Series Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Azure Machine Learning Enterprise GPU NC2 Series Inferencing,Azure Machine Learning,AI + Machine Learning,Azure
Machine Learning Studio Production Web API Classic,Machine Learning Studio,AI + Machine Learning,Azure
Machine Learning Studio,Machine Learning Studio,AI + Machine Learning,Azure
Machine Learning Studio Production Web API,Machine Learning Studio,AI + Machine Learning,Azure
Azure Form Recognizer - disconnected,Azure Applied AI Services,AI + Machine Learning,Azure
Azure Form Recognizer,Azure Applied AI Services,AI + Machine Learning,Azure
Azure Metrics Advisor,Azure Applied AI Services,AI + Machine Learning,Azure
Azure Video Analyzer,Azure Applied AI Services,AI + Machine Learning,Azure
Azure Immersive Reader,Azure Applied AI Services,AI + Machine Learning,Azure
Azure Video Indexer,Azure Applied AI Services,AI + Machine Learning,Azure
Intelligent Recommendations,Intelligent Recommendations,AI + Machine Learning,Azure
AWS Well-Architected Tool,Architecture Strategy,Architecture Strategy,AWS
Amazon WorkMail,Business Applications,Business Applications,AWS
Alexa for Business,Business Applications,Business Applications,AWS
Amazon Chime,Business Applications,Business Applications,AWS
Amazon WorkDocs,Business Applications,Business Applications,AWS
Amazon Connect,Business Applications,Business Applications,AWS
Call summarization in Contact Lens for Amazon Connect,Business Applications,Business Applications,AWS
Amazon Honeycode,Business Applications,Business Applications,AWS
AWS AppSync,Front-End Web & Mobile,Front-End Web & Mobile,AWS
Amazon Pinpoint,Front-End Web & Mobile,Front-End Web & Mobile,AWS
Amazon Location Service,Front-End Web & Mobile,Front-End Web & Mobile,AWS
AWS Amplify Studio (Preview),Front-End Web & Mobile,Front-End Web & Mobile,AWS
AWS Device Farm,Front-End Web & Mobile,Front-End Web & Mobile,AWS
Amazon Simple Email Service (SES),Front-End Web & Mobile,Front-End Web & Mobile,AWS
Amazon API Gateway,Front-End Web & Mobile,Front-End Web & Mobile,AWS
AWS Amplify,Front-End Web & Mobile,Front-End Web & Mobile,AWS
Amazon EventBridge,Application Integration,Application Integration,AWS
Amazon Simple Notification Service (SNS),Application Integration,Application Integration,AWS
Amazon Managed Workflows for Apache Airflow (MWAA),Application Integration,Application Integration,AWS
AWS Step Functions,Application Integration,Application Integration,AWS
Amazon Simple Queue Service (SQS),Application Integration,Application Integration,AWS
Amazon MQ,Application Integration,Application Integration,AWS
Amazon AppFlow,Application Integration,Application Integration,AWS
AWS Management Console,Management & Governance,Management & Governance,AWS
Amazon Managed Service for Prometheus,Management & Governance,Management & Governance,AWS
Amazon CloudWatch,Management & Governance,Management & Governance,AWS
AWS Personal Health Dashboard,Management & Governance,Management & Governance,AWS
AWS License Manager,Management & Governance,Management & Governance,AWS
AWS Proton,Management & Governance,Management & Governance,AWS
AWS Control Tower Data Residency Guardrails,Management & Governance,Management & Governance,AWS
AWS Management Console Mobile Application,Management & Governance,Management & Governance,AWS
AWS Trusted Advisor,Management & Governance,Management & Governance,AWS
AWS Distro for OpenTelemetry,Management & Governance,Management & Governance,AWS
Amazon Managed Grafana,Management & Governance,Management & Governance,AWS
AWS Service Catalog,Management & Governance,Management & Governance,AWS
AWS CloudFormation,Management & Governance,Management & Governance,AWS
AWS Launch Wizard,Management & Governance,Management & Governance,AWS
AWS Config,Management & Governance,Management & Governance,AWS
AWS OpsWorks,Management & Governance,Management & Governance,AWS
AWS Chatbot,Management & Governance,Management & Governance,AWS
AWS CloudTrail,Management & Governance,Management & Governance,AWS
AWS Resilience Hub,Management & Governance,Management & Governance,AWS
AWS Organizations,Management & Governance,Management & Governance,AWS
AWS Control Tower,Management & Governance,Management & Governance,AWS
AWS Systems Manager,Management & Governance,Management & Governance,AWS
AWS Managed Services,Management & Governance,Management & Governance,AWS
Azure Virtual Desktop,Windows Virtual Desktop,Windows Virtual Desktop,Azure
Sentinel,Sentinel,Management and Governance,Azure
Azure Scheduler,Scheduler,Management and Governance,Azure
Process Automation,Automation,Management and Governance,Azure
Update Management,Automation,Management and Governance,Azure
Configuration Management,Automation,Management and Governance,Azure
Azure Policy,Azure Policy,Management and Governance,Azure
Azure Monitor,Azure Monitor,Management and Governance,Azure
Log Analytics,Log Analytics,Management and Governance,Azure
Azure Chaos Studio,Azure Chaos Studio,Management and Governance,Azure
Azure Site Recovery,Azure Site Recovery,Management and Governance,Azure
Application Insights,Application Insights,Management and Governance,Azure
Azure Resource Mover,Azure Resource Mover,Management and Governance,Azure
Insight and Analytics,Insight and Analytics,Management and Governance,Azure
Customer Insights,Dynamics 365 for Customer Insights,Management and Governance,Azure
AWS Cost Explorer,Cloud Financial Management,Cloud Financial Management,AWS
AWS Cost and Usage Report,Cloud Financial Management,Cloud Financial Management,AWS
